label	x_train
3	 球球了 想要这个 冲冲冲 奥利给奥利给 冲了冲了 我再试一次！ 这这这 我冲了 好看好看！ 哈哈哈哈哈哈一大早上课的快乐源泉 来我的主页看看我的精选照片吧 哈哈哈哈哈来了 哦吼吼 球球了 我直接发收款码 这不转还是我达拉特吗 大胆预测我会中奖 嗷嗷小黄！冲 冲冲冲！ 鸡哥！冲冲冲 开冲！！ ！！！来了！冲冲冲 ！！抽我！！ 芜湖！！来了！ 妈呀！爱了爱了，抽我！！ 冲冲冲 谢谢发发！ 下饭吃播
1	 2020拜拜了您 女巫用了解药 所以今晚是个平安夜   
3	 耶！ 云养娃好痛苦 崽崽们等我
0	 问卷互填孩子要做期末论文，需要数据，希望各位靓仔靓女填一下，可互填的！！！链接见评论 我在微博之夜活动中，为黄景瑜投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！
3	 椰子味的信息素可以吗？我可以 毋庸置疑 看到大桥超市就有想买瓶零度的冲动 辩论赛看的是语言输出和思维逻辑，千万不要为论点站队。还有，我是姜老师的事业粉觉得他是凭个人实力应该做导师的男人 解封后第一天开车下班回家的路上，在等红灯的时候听到“请在春天回来好嘛，我的山坡开满了花”那时真的感觉好像历尽了沧桑，终见月朗云舒。 频率相似的人顺其自然就会聚在一起 磁场不合的人讲几句话也在翻山越岭 希望你愿望成真 棉子《勇气》勇气（ 我爱你，无畏人海的拥挤，用尽馀生的勇气，只为能靠近你，哪怕一厘米。 文艺青年心中总是有一些浪漫情怀 命没了  红尘陌上，独自行走。 我想看好妹妹的现场 我们都是这世间匆匆的过客，不是吗。 “有人相爱，有人夜里开车看海”“有人相散，溺死在冗长岁月”“有人难眠，有人背风点烟”今日冷风萧萧，孤单落寞如我。 在这娱乐至死的时代、随波逐流的环境下，难得如此有思想有深度的原画家。欣赏他作出强大冲击力和话题性的时政画作，尤其今日国祭日的作品，直击灵魂。希望他能够依然保持着探索与热忱的精神勇往直前 孤江寒影 江湖故人,相逢何必曾相识好妹妹《离别的车站 (原唱:赵薇)》离别的车站 (原唱:赵薇)（ 不止饭圈，整个互联网都是这种状态。不允许任何与自己想法相悖的东西，吸烟、恋爱观、亲情、友情。大多对自己和亲友一套理论，对带其他人又一套标准。只要不合我的想法我就骂你，攻击你家人朋友，恨不得连别人的祖坟都给翻了。互联网越自由，人越狭隘。 都是女字旁 小王子付鹏直播 亮：“墙头草” 我：“我在，我来了” 喜欢就是毫无理由的护短和潜意识的偏爱 间歇性玩扇子，跟风德云社的lym们开始玩，好几年了还没包浆…几年时间内盘玩次数屈指可数，真是一分耕耘一分收获啊
3	 2021希望可以见到田那个甄，不管是音乐节还是演唱会都 哭了我的崽崽终于要来了！ 这套look真的神仙 啊啊啊啊啊啊昨晚状态整个好到爆炸啊！！！ 田馥甄急性肠胃炎喝了四天粥，结果刚刚体育课低血糖犯了，手抖腿抖直冒冷汗。情敌们平时还是随身带点糖和巧克力之类的比较好，大家都要照顾好自己，才能更好的一起追现场呀 谁能想到2020的最后一个月我还在骂研 公司迟早要倒闭，体面点不好吗 md畜生老娘毕业之前不跟你打一架我跟你姓艹 啊啊啊啊啊小东西害羞把头埋到手臂里也太奶了吧
1	 果然 大学生互填问卷结课作业，有填必回 吸许体质实锤了每次卡池必先出墨，30抽 终于知道好好做端游了是吗新版本很感动 杨策划回来了，几乎停滞了一年的版本终于要更新了 感谢小可爱 亲手做的卡套，非常喜欢 这个朋友圈笑死我 可恶啊，圣诞卡好绝，忍住，中婚不出，坚决不抽 好家伙，起子这张绝了 有种预感，我会忍不住抽圣诞 差点被室友的味道熏晕了 听完新的在你身边，我无了  转了从龙后才明白dps职业的痛不过不用担心会被抓去tboss了 立个flag，古婚不复刻，坚决不下池 太绝了 我以为是诈骗电话!! 从龙技能好刺激 BLACK SWAN QUEEN 这个脸真TM帅  已经5个G了 想了一个星期的剧本不仅没过还被挑出一堆毛病，一个小时想出来的剧本不仅过了还让老师挑不出毛病，那我为啥白费那一个星期时间 可恶啊，只有1k钻想氪两张卡，天刀还想氪个转职丹转从龙 只有1k钻的我爆哭 进化后太绝了啊啊啊啊啊啊啊
3	 2020循环好运来 希望来年好运满满2021很重要 我等待你的好运到来 送你一朵小红花朋友们看完感觉怎么样呀 能说说感受吗 昀哥！！绝 天 我都爱 希望能得到回报 即使个人觉得可能性微乎其微算了 没关系了  学考高考都理想！！ 『QQ音乐』送你一朵小红花    野花-TFBOYS-易烊千玺 电视剧大赏我已为Billkin 投出一票，和我一起选出2020年人气海外剧星吧～人气海外剧星 电视剧大赏我已为以你的心诠释我的爱 投出一票，和我一起选出2020年人气海外剧集吧～人气海外剧集 电视剧大赏我已为以你的心诠释我的爱 投出一票，和我一起选出2020年人气海外剧集吧～人气海外剧集 顺利 一月份也预约了 学考必过 深职先到 阿哈哈哈 平子希望你永远幸福. 作者文笔太绝了！！ 一看就能让人代入进去那个环境 看的人真的文笔真的太好了太好了 仿佛许平就生活在我身边 他再坚强再乖 他也只是个十二岁的小学生 当时环境下的对人真的不友好 但想想 现在也是 人们对于有神经疾病的人总会带上点有色眼光 这是固有偏见 在不犯我不犯你的时候请善良一点吧那个年代生活好像真的很困难 文中形容到爸爸是这样写的 他的背好像被无形的重担给压的死死的 让他无法抬起来 爸爸是个坚强的男人 他对许平说 别总随便说恨 尤其是家人 如果你连家人都恨 那就没什么意义了（跟文中有出入 没截图再说一遍 绝人体骨架 阿哈哈哈 冲冲冲  笑死了啊哈哈哈哈  哈哈哈哈 求求好运吧 航航冲冲冲！ 快快谈甜蜜蜜的恋爱吧！！ 我想看！！！ 冲冲冲
2	 晚安计划 一份沉甸甸的晚安 ～ 像是经历了一个漫长的梦，如果醒来还是穿着校服在天桥晒太阳的时光就好了 。 不聊天看剧一心二用是对食物最基本的尊重。 一顿不行，顿顿不行。又是难吃的一天 冬天既凛冽又温馨 总要撑住，天无绝人之路 不要哭挑战后劲真大，脑壳疼
3	  
3	  好好认真活着吧，说不定哪天就死了。  
2	  心理学312统考真的，不愧是北师大中科院清华参加的312，不愧是你 保佑 啊啊啊啊啊啊！冲！ 转发 好看！
0	" 小龙虾嫩牛五方也太好吃了 我的微博之力微博之夜我的2020点滴印记，在微博记录，快点击【 我的微博之力 】来看看你的“微博之力”吧！2021料你好运 嘻嘻 祝我们都生日快乐 晕晕  恭喜BP 恭喜邓紫棋 微博头像挂件 这只梦想是毛茸茸的，我正在使用“团子的梦想”会员专属头像挂件，你也来试试吧！ 头像挂件：团子的梦想 Q：会开淘宝店吗A：never.......................................A：小红书品牌店现已正式上线小丑竟在我身边啊哈哈哈哈哈哈哈哈哈哈哈 淦 淦 冲了 啊哈哈哈哈融融长大啦 BLACKPINK圣诞节舞台既然点进来了那就一起看美女妮妮ipad 是浪漫的圣诞噢好温暖吖可惜我不在学校 G.E.M. 邓紫棋《Last Christmas (Live)》Last Christmas BLACKPINK《ラスト・クリスマス ～ 赤鼻のトナカイ (BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA"")》ラスト・クリスマス ～ 赤鼻のトナカイ Taylor Swift《Last Christmas》Last Christmas 这不就是我吗真他妈离谱 nb 学不完了学不完了学不完了 早上八点之前我要出门下午必吃心冻角五分钟后立即入睡 wc利玛窦牛逼 我现在看见1400字的英语论文居然会觉得不过1400而已又给了自己拖延的理由 很难不转发  激情转发 晚安短信计划hi 西安的实习小王老师 辛苦啦 祝你早日成为正式老师 也希望你以后遇见的学生都很乖 今天冬至记得吃饺子呀 在这里给您拜个早年啦 晚安！  给我一顶圣诞帽 cdcd 期待明天的好消息！！ 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在2020微博之夜活动中，通过粉丝群互动为邓紫棋拉了10票！为Ta打榜，登顶微博KING和QUEEN，快来应援走起 ！微博之夜 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在微博之夜活动中，为 投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在2020微博之夜活动中，通过粉丝群互动为邓紫棋拉了10票！为Ta打榜，登顶微博KING和QUEEN，快来应援走起 ！微博之夜 我在微博之夜活动中，为邓紫棋投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！点击微博KING和QUEEN投票，为她摘得荣誉桂冠！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 我在2020微博之夜活动中，通过粉丝群互动为邓紫棋拉了10票！为Ta打榜，登顶微博KING和QUEEN，快来应援走起 ！微博之夜 我在微博之夜活动中，为蔡徐坤投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 蔡徐坤《情人》情人 我好饿啊我好饿啊我想吃炸鸡我想吃年糕我想吃日料我想吃火锅我想吃烤鱼我想吃巧克力我想吃方便面我想吃烧烤我想吃麻辣烫我想吃辣条我想吃红薯我想吃薯片我想吃奥利奥奶茶我想吃冰淇淋我想吃蛋挞  微博放映厅 试试就试试  摩尔庄园终于等到你！！gkdgkd 今天是圣诞老人来中国隔离的第四天 你不知道 因为你只关心你自己 早日巡演！！！ 我也想看流星雨 茶颜悦色我好想你 泰勒斯威夫特31岁生日快乐泰妈妈生日快乐 听说长沙下雪了所以我今年能看到长沙的雪吗  晚安 太阳早安 月亮 分享视频 喝Costa的奥利奥拿铁记得要搅匀喝否则就会像我一样一边说苦一边喝完上面的拿铁最后发现底下剩了厚厚一层奥利奥巧克力酱喊腻 ahhahahhahahhajjajahhahhaha 我参与了 发起的【邓紫棋dzq  ？？？？？ 如果我有罪请让法律来制裁我而不是让我一天做两个seminar一个pre 邓紫棋刺绣连衣裙迪奥大秀造型图 555解解太美了太美了姐以后多穿裙子多大波浪吧 牛逼已经说倦了 钱不钱的不重要 主要是想吃辣条  眼泪从嘴巴里流出来 恭喜邓紫棋 邓紫棋白羽毛拖地长裙555邓紫棋终于穿裙子了好看好看好好看期待邓紫棋今晚带来的表演呀 我草我草我草555穿裙子了55555 "
2	 今天去办入职的体检和银行卡做x光的时候 大夫：小姑娘 往前站点 哎 手插着腰 往下点 （我还真是别人说一点做一点刚换完衣服下一个人已经准备开始射光了 我慌里慌张想赶快拿东西出去 大夫大声道 先进来！东西可以等下再收嘛我灰溜溜地放下我的衣服呜呜（然后好羡慕男的不用穿内衣 做胸透脱个外套就行了 我他妈今天还穿了四件衣服换死我了）/去到gs银行看到自助办理机的我 挑了一台幸运机开始一顿操作 心里还想着现在好高级哦都可以自己搞办卡了好喜欢 操作看着都很简单的样子 我可以搞定的！旁边帮客户指导完的银行兄弟说 你是要办卡的吗 那台机器是没有卡的哦 ...我我我我泪目然后又笑着说 你进来也不问一下我们 就自己在这埋头弄 办卡前还需要去前台签表的 瞬间觉得自己像个笑话 头都想埋进大棉袄里还发现三种卡中我的first choice是没有的 呜...ps：兄弟双眼皮好好看 羡慕 我也想要戴口罩能露出来的漂亮双眼皮还有人脸认证时滑稽地左探右探的我 好搞笑 如果旁边没有人看着我就好了最后还是办好卡了呀下午也能去玩然后拿体检报告了呀晚上还能去看电影happy happy happier～-记于2020最后一天的好多字日记 ！！ 落泪了  下次面试官问我“最有成就感的一件事是什么” 我就回“你把我问住了” 有哥真好 想呆在无人的空间里 摒弃杂碎的念头和情绪 来了。我们都有光明的未来 砂糖帅帅帅帅帅 小甜剧我又可以了真的特别能让人忘掉烦恼整个心情都变得愉悦上扬了起来总结：小甜剧yyds  往往事与愿违 转转转 躺在床上的时候能听到外面天空飞机飞过的声音。 每一帧的画面都好看 yahoo～  好想吃烤鱼啊！！！！
2	 “你怎么还不睡啊？”“我有点暴躁，睡不着”“你明天想要做什么我都陪你啊” 暴躁指数爆表 “我何止是想辞职，我简直想当个废物” 我梦见我拿起了毛笔 一横一撇一捺地写着我还梦见我终于触底破罐子破摔大摇大摆地离开早晨醒来 刷上粉墨 背上一天的悲欢周而复始地出发因为想起 我还有 分内之事 还未完成 这里有只夸赞您的大拇指请注意查收！鱼哭了水知道 我哭了谁知道恶…啊哈哈哈哈哈哈哈哈哈哈哭哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈嚎哭哈哈哈哈哈哈哈哈 别人上班摸鱼而我就厉害了 上班钓鱼还被领导抓到 真棒我能说是钓鱼竿先动的手吗？ …… ---20201202
2	 问卷调查写论文的孩子实惨拜托大家了有答必回！有答必回！ 哪里可以治写作业拖延症吗(真诚发问   最好的圣诞礼物 我要如何在最后十天写完四篇论文 全世界都在下雪而我 只配吹风淋雨 不想写作业不想写作业不想写论文不想写论文！ 照片要发九宫格
0	
0	 一切顺利 冷血狂宴纪念票 终于赶在十二点前买到了！！差点来不及领取纪念票
0	 新年快乐   王源2021尽如所期 王源2021尽如所期  王源2021尽如所期 2019 → 2020 万事顺意 【王源脸 wy 王源粉丝 王源健康 王源皮肤 】，我投给了“王源”这个选项，你也快来表态吧~ 【王源 wy 二字】，我投给了“王源 二字 wy”这个选项，你也快来表态吧~ 这个世界不温柔 这个世界配不上你的善良   反正还是“非常源满”啦   王源源 王源《离家的人才会想听的故事》离家的人才会想听的故事 王源   终于又看到王源跳舞了   确实不值得 我刚使用会员特权送给了 3朵鲜花，希望陪你从开始到未来的每一个高光时刻，我们一起走花路吧！TFBOYS-王源已收到1764756朵花 王源王源 wy“我可以是无名氏，也要保护我的热爱”
3	 今天是我的生日12月31日，来祝福我吧~  郭炜炜 你不投我不投，炜炜何时能出头！  一起来吧！我在2020微博之夜活动中，成功加入了剑网3制作人郭炜炜战队T14为Ta打榜~快和我一起送Ta问鼎荣誉宝座，还有机会瓜分盛典门票哦！ 剑网3制作人郭炜炜战队T14 我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  郭炜炜姐妹们新的一天也要继续努力！！ 我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！ 郭炜炜 姐妹们快来打榜 我在微博之夜活动中，为 投出了宝贵的5票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  快来2020微博之夜，为剑网3制作人郭炜炜投票！2020年度热点人物你最想pick谁？猛戳剑网3制作人郭炜炜投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！『投票』剑网3制作人郭炜炜 我在微博之夜活动中，为剑网3制作人郭炜炜投出了宝贵的1票！年度热点人物花落谁家，由你来定！快来年度热点人物投票，Ta的荣耀由你成就！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！  
2	 前向き！大家新年快乐！ 可爱！ 我们崽崽就是最厉害的！ 这算是爱豆 福利了！ 我的微博之力微博之夜我的2020点滴印记，在微博记录，快点击【 我的微博之力 】来看看你的“微博之力”吧！2021料你好运 我真的烦透了在霓虹看病的必经对话！我：我xxx疼，医生你觉得是什么问题？医生：你觉得你是什么病？我：啊，ooo吧？医生：这个可以（疯狂录入ooo病例）我：等一下…？ 大半夜看了综艺立马关注了这位帅哥 大快人心！最好当典型来重罚重判 哇，姐你好美 雾草草草，谁演啊 雾草草草  崽崽可爱！ 
0	 标签 ⚠️蔡徐坤歌词太敢写了 就喜欢这样子的蔡徐坤 顶 标签 期待期待！！！ 圣诞快乐！！！！每天快乐！！！！ 我为蔡徐坤贡献66影响力，超话目前在明星超话No.2！戳这里→ 跟我一起助TA荣登超话封面吧~ 蔡徐坤游泳池原创音乐制作人蔡徐坤 12.22 你超级可爱 可以被喜爱 好幸福嗷 跟坤坤一起过圣诞 高丝suncut代言人蔡徐坤 希望可以一直陪着坤坤❤️ 高丝suncut代言人蔡徐坤 好喜欢好心动 拥有答案书 我们的青春不迷茫！ 蔡先生 晚安 蔡徐坤摩登先生造型 蔡徐坤 时尚先生盛典 KUN好帅啊好绝啊啊啊啊 啊啊啊啊尖叫肯定不会错 蔡徐坤摩登先生造型 甜甜坤眯咪 蔡徐坤智族GQ MOTY年度人物 太帅了太帅了 555 谢谢你 还有我爱你 555好可爱好可爱好好听 太喜欢你啦！love you long love you more 顶级满分 蔡徐坤智族GQ MOTY年度人物 aaaa绝了绝了救命啊救命啊 我为蔡徐坤贡献2970影响力，超话目前在明星超话No.2！戳这里→ 跟我一起助TA荣登超话封面吧~ 莫宁～ 不活了…太绝了 顶级！
3	 金光布袋戏op就是请新剧的人出来露个脸，修儒和宁叔友情客串，而ed就是“开盘了开盘了！！！块买股！！！！”我的内心只剩尖叫，大绵羊和幽美人好配，反正只要新剧不开播我都可以乱说(理直气壮)，开播后可能还有角色降智buff 金光布袋戏完了完了，现在新剧的偶都那么漂亮，经过上一档，我已经有辅士和皓苍剑霨ptsd了，光！你不能有钱后就肆意的收人头啦！！！剧本才是初心！！！！
3	 大半夜看完我怀疑我现在是不是还待在阳间
0	  你在我浑浑噩噩的日子里，熠熠生辉。✨  以后再也不作死来姨妈的时候喝咖啡了这个酸爽 六级好难 哈哈哈哈哈哈哈哈哈哈 难吐了 现在只想干饭  查分焦虑症 考前焦虑症 ddl焦虑症我一个不落抗压能力心理承受能力为零 卧日 我啥时候能摆脱“温柔”这个标签  贼拉想吃泡面为什么学校里不能实现泡面自由(p.s今天被叫了一天阿姨的小梁的食量 晚上还有麻辣拌没照全) 马 1⃣️三生有幸吃到戴总做的饭 2⃣️麻将️上道了3⃣️撸了戴总的猫 葡萄太可爱了啊呜呜4⃣️图一 图二都是盗的戴总的哈哈哈 明年还要继续支棱起来 1⃣️2⃣️️继续追梦！
