tweets,self-identity
 武汉下雪了 校方回应男生朝女生泼化学物质为什么大家都说不该说化学物质，学校警方都没有说是什么，大家觉得99%是，那也不是100%，我觉得是严谨不是避重就轻。 安卓vx蹲个活跃的战队，现在是星耀。没有小伙伴都不想玩游戏，给我一个气氛好的战队吧QAQ 闪耀暖暖加个外套肩膀上的毛毛就可以盖住了  王嘉尔林俊杰过MV嘉尔的声音太好听了，JJ的声音也好听，两个人绝配。 患儿家属拒为网约车司机作证系乌龙想起来那个图a：带个饭b：吃什么a：xx饭过了很久a；woc大哥我发错人了你也不说我都饿死了b；woc你是谁，害我多买一份饭。  基金新人提问，为啥子这几天收益还有那个折线都没有动。   学校的橘猫也太圆了吧，圆的像个猪。（光线不好不敢拍，上次发了一个在光线暗的地方拍的照片被傻逼骂我是在乡下土包子，虽然我觉得人人平等但是顶不住傻逼啊） 半夜失眠，一直循环播放以前打游戏被气到的三次第一次，玩张良队友全是单机我就算去支援也还是是2打2或者2打多的局面，对面支援还快还一堆人一起越塔，我一开大就被ta的队友打断。因为支援多了死的就多了，选择单机守塔也没用对面杀完我队友还是会轮到越塔杀我。就因为我出了回响，被单机的耀认为我是演员追着骂我。（PS当时猫神也出我就跟着出）第二次，玩蔡文姬，长臂猿大战抽血泵的时代，对面选了李白司马懿元歌这几个不被前排挡住能飞过来打伽罗的人，所以我觉得玩张飞也没用，就算我抗过去了射手没了也没用就选了蔡文姬想着说不定能奶回来。就因为开局帮中路抢2级，然后就带着中路一起去支援伽罗了，但是伽罗就是追着我骂说我不管她，明明除了帮中抢2就是跟着她我让她去看回放，证明了我跟着她了又开始说我冲的快。明明冲的是她，塔都没了大逆风，对面还针对她这局势还敢跑老远清线。第三次是，是玩孙膑，诸葛开局就抢打野的野，已为他领先十个版本的理解，结果是能对满血的人放大的。。。公孙离也不会。双c不能杀人，打野被中路演的没经济。反正队友就是各种被杀，以前我一个荣耀的朋友和我说过队友都活不下去也杀不了人出极影没用活着要紧，所以我出了小救赎（记不清名字就二级的那个），然后被公孙离追着骂公孙离配极影是不错，但是前提要会啊，她不会还觉得是我不出极影才打不过。有段时间我公孙离也秀的飞起虽然后来不会了，但是起码看一下就知道别人会不会玩吧。 基金最近开始买基金的萌新，请问加仓什么什么的术语都什么意思。 房子塌了 无人伤亡哈哈哈哈哈哈，这就有点扎心了 成都确诊新冠女孩发声想起来了疫情初期的我。2020年1月1号从武汉回家，当时说的是不会人传人而且都没有上过热搜，要不是离华南海鲜市场只有3km我都不会知道有不明肺炎。武汉封城后大家开始警惕辱骂从武汉出来的人不管是封城前还是封城后，包括元旦就回家的我。元旦的时候我怎么就知道会这样子，我还能预测未来不成，我以为是小事才和往年一样回的家，然而键盘侠就是马后炮就是想骂人而已  王嘉尔普通话好听王嘉尔超帅！  分享我的愿望清单，此刻许下的愿望，希望在未来能够实现！点击此链接，生成专属于你的愿望清单和暖暖一起许个愿吧 暖暖1206生日快乐  被神捡到的男人第9集，内涵中国。腾讯发现后只是把这一段剪了再重新播。 卫生巾互助盒俺们学校也有了 ,3
 啊？有谁来解释解释 两个宝贝子 2021也要健健康康 宝贝子成年了  想小镯 学校的狗屁vpn 可爱宝贝 小朝 哪个傻逼 谢谢，嗑到了 一家三口 一天到晚发xnb说他心机，到底心机的人是谁？ 呵，无语 害怕 ？？？？？？？？ 问卷调查有填必回，拜托了( ̥́ ˍ ̀ू ) 问卷调查有填必回，看看孩子吧拜托了( ̥́ ˍ ̀ू ) 兔兔 漂亮宝贝 sm又来这出 这次Eva真的希望大家可以善待真嗣 Can you give me one last kiss 小朝宝贝今天发的照片让我想来一个太太的文《雪花球》 漂亮宝贝 好香 好看 漂亮宝贝  少一点烦恼，多一点开心  你值得 宝贝子 最爱 每次做python都被自己蠢哭 我恨python 傻逼滚出我的微博  那个相框要先确认收货吗？ wwk 艹了 激情下单无骨鸡爪 傻逼，骂的就是你 有说几点吗？我那天有考试来着  一样 想吃麦片了 拜托 够无语的 去你MD别装了 有时候想想说出那些话的都是人吗？还在那边说什么团粉不团粉的 主页脏了 划粉被骂是因为划粉值得 钥匙扣买了吗？ 傻逼吗？ 傻逼离我远点 你以为自己很幽默吗？ 双李太爽了 好看 帅晕 那个是什么玩意？ 傻逼 祝我明天python能过 明天python 拿舍友手机拍的☀️ 笑得 想小镯 大晚上的kswl 乖小孩 总裁带着“助理”坐飞机去度蜜月 该买那种好 不是他画的，就是他教的 疯了？ 艹 拜托了 扩散 拜托大家做一下问卷 那太好了  总觉得小镯do过了    捉鸡好会抢 18：00：07 有没有前50，就听天由命了吧 艹？ 相框我要选哪个啊好纠结 明天我能行 无能狂吼 是公主 艹都是我喜欢的 可爱 啊这 造谣死好吗？ 猫猫猪 别再折磨我了   我真的要被你们整崩溃了，求求了 就不能安静点吗？ 打游戏一定要叽叽喳喳吗？  艹成灿好帅 年下男友 想搞他好帅啊 最爱了 还想看更多出道前的小朝 16年的宝贝小朝 两个宝子 今天的我是最幸福的 我是第24位申请创建打开话匣子了超话的粉丝，助力创建人数越多，开通几率越大！大家快来戳这里→ 帮我加快创建速度吧~ 啊啊啊啊啊啊啊啊啊啊啊啊啊是合照啊啊啊啊啊啊啊啊啊 牛逼 可可爱爱 sm是整体审美不行了吗？ 划语串烧？ 太喜欢小☁️和朝朝的相处模式了 傻逼 艹李泰容大帅逼 ✨✨ 我在 拆盲盒拿到奖励啦！送你一个含8.8元红包的暖冬盲盒，2021新浪新闻红包季100％领现金，万元大奖天天有！点击开启>> 8.8元红包人人有 在犯病？,1
  山有木兮卿有意，举目见你，处处是你。 欲上青天揽明月，你是人间理想。 --《夫人你马甲又掉了》 期待丸妹 人类幼崽就是最治愈的丸妹啊啊啊啊 你值得拥有 ,3
 我上辈子积了什么德让我这辈子能做中国人啊  ,3
" 着实体会到了孩子高考老母亲的紧张、希望老李一切顺利！！！！！！！ - school life ! ✨☁️.. 再表白一次业馀小神医老李！描述描述直接给药，用药三天，感冒散退，再过两天，喉咙恢复，真的很神 好久没上镜、怕死了演播室的摄像机！不过不开口说话就害挺美 猫的舞步 evermore top5 1 evermore 前面铺垫虽然久但是很符合「this pain would be evermore」的无力，2:40钢琴一加速男声一起直接在我心里封顶，真「I was shipwrecked」海水吞噬般的听感，对得失的计较与否认、漂泊或者依赖的挣扎、彼此不停地表达渴望和发问以及最后的终于停靠在岸边，高级的好哭，但是couldn't be sure，最后这份痛苦还是会evermore，太会写拉，比lover里我最喜欢的daylight中纯粹的找到了黎明曙光的感觉又上了一层 2 tolerate it track 5，i了呀，用乱涂画的孩子得到无限包容作比，几句旋律给写得那么凄婉，反而听出了感恩然后是幸福… 如果注定会有成熟与否的失衡，用这种叹息一样的旋律来表达本身就是一种成长与致歉？tolerate it 听出了痛苦和浪漫的一线之隔，界限之上摇摆的情调与evermore融通了，点题哇3 coney island 背景的旋律就是奇幻小岛本岛，荒凉+美丽，「colder and colder when the sun goes down」以及两个人「universe away」的疏离和忏悔，氛围体验好巧妙，感情内核类似back to December但是表达更隐晦了，觉得听的时候真就像「on a bench in Coney Island」，长椅上看天黑，痛苦悔恨歉疚迷失但是一定流不出眼泪…4 gold rush 节奏，爽！上头！好！寝室天天哼！✨5 willow「take my hand, wreck my plans, that’s my man」wreck my plans才是真爱，这首歌和mv绿野仙踪的氛围我还没想明白，只能说，神奇！没听过！会玩！游刃有馀！以及，求指点 最后，服了泰勒斯威夫特女士 这个生产力是能粉一辈子的架势 - 秋天大好看 .. ？ - 西溪半日闲 .. 分享我的故事 平均律：第一号C大调前奏曲",0
 大半夜看完我怀疑我现在是不是还待在阳间,3
 墨墨今日话题 Home is made of people 点击查看： 墨墨今日话题 Day by day 点击查看： 墨墨今日话题 You don't have to post it 点击查看：,0
 接好运啦~ 许个愿吧！真的很灵 我在森林驿站 为『滇金丝猴3000+』捐助了5颗爱心！和熊猫守护者一起刷微博，攒能量，收获爱心，共同助力野生动物的生态系统保护，实现区域内人与野生动物的和谐共存吧！熊猫守护者 我的微博之力微博之夜我的2020点滴印记，在微博记录，快点击【 我的微博之力 】来看看你的“微博之力”吧！2021料你好运 问卷互填请大家帮忙填填问卷吧~有填必回！诚信互填！谢谢！问卷二维码 点亮紫金草 守望和平！ 国家公祭日 铭记！吾辈当自强！,0
 分享单曲 完美夏天(Live) 别说批话可以吗 雯静：你在这等会我 我去给我们买个消食片   2020 last live 没人会想错过Joyside吧 十 七 岁 去浪费霓虹派对 ,3
       如果你这个冬天不来，那我就买长一点的衣服，把手塞到袖子里，等到来年你一定要牵起我冷了一个冬天的手    可爱卡通情侣头像我会一直爱你你可以反复向我确认   给我一顶圣诞帽  好喜欢这对       壁纸 驻马店·平舆县    我一直觉得像我这种人 开不开心没人会在意 直到有一天你告诉我 我也是你生命里那束被需要的光,3
 下雨天☔️ 加拿大 节日氛围全靠贴纸 加拿大 Merry Christmas 加拿大 啊啊啊在后面望着杨紫笑也太甜了吧！！！ oh baby have a good night 加拿大 手艺人的一天 加拿大 真就发生大无语事件考mos两次断网开热点考完全程 加拿大 近期很喜欢的歌/感觉是适合夏天的歌/适合乘车在海边/也适合在街边咖啡馆/ Jp Saxe/Julia Michaels《If The World Was Ending》If The World Was Ending 雨后 加拿大 赶due人 赶due魂 赶due都是人上人 仰起头的第一步 加拿大 做梦梦到小薛 妈耶 真是人间理想型 加拿大,3
" 泰兰德的夏天如何 (From ""แปลรักฉันด้วยใจเธอ"") (泰剧《以你的心诠释我的爱》OST)  没用的默契又增加了 m",3
 问卷互填孩子要做期末论文，需要数据，希望各位靓仔靓女填一下，可互填的！！！链接见评论 我在微博之夜活动中，为黄景瑜投出了宝贵的5票！微博KING和QUEEN花落谁家，由你来定！速戳微博KING和QUEEN投票，助他登上荣誉宝座！还能赢取盛典门票、现金红包及实物大奖哦！2021料你好运！,0
 这图很好的诠释了我本人的性格——热情过头 今日 趣闻 网易云音乐年度总结 为什么大家的都很感动，只要我的很好笑音乐突然收费的愤怒之情真真让人感同身受 自制风干机，我可真厉害(ง ̀_́)ง！ 我决定了 以后找男朋友要找一个字正腔圆 说话中气足的我倒不是声控只是我发现我听力有点不好说话声音太小 我听不见 交流困难+++ 我本人 对自己 充分的自我认识,3
"  王一博我的世界守则 王一博自拍歌曲封面 你好皮啊哈哈哈哈哈哈我今天真的要笑死 原来新专是这样的画风 话说我就喜欢这样的你 啊啊啊啊啊啊啊啊一博你好帅！！ 给我一顶圣诞帽 圣诞换装 博君一肖 终于可以明目张胆的带这个tag了哈哈哈哈哈哈哈七字真言必须szd！！新年快乐，来日方长啊❤️ 哭了好怀念去年的星光大赏，太美好了没想到一年后还能再看到同台，今天已经满足了❤️ 肖战王一博再同台 过年了啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊 哈哈哈哈哈哈哈一镰刀甩出去...正中啵啵的头，论狠还是玐玐牛批抢一宝id的是玐，送摩托的是玐，最后打死一宝的...还是玐 哈哈哈哈哈奥特曼太可爱了 世界的另一面 报告！uu子的爱已收到！ 哈哈哈哈哈哈都中了 12.13合肥下雪啦❄️ 今夜南京点亮和平烛光勿忘国耻，守望和平  允子太可爱了 看哭了喜欢这个故事，王者现在特效做的越来越好了  五条悟 点进热搜出不来了！！五条悟好帅啊啊啊啊啊啊啊啊啊啊 欢迎回家！ 啊啊啊啊瞬间被拉回初中那时候 好喜欢by2 最近倒霉一二事——这好吗，这不好。 奖励收到啦！！发货好迅速整整六大盒，正好尝尝新品谢谢掌柜 第一千条微博打卡！✧٩(ˊωˋ*)و✧（先自我祝贺一哈 呱唧呱唧...第一天使用这个账号应该是在高三那会从我同桌手里接手过来的一直到现在陪我从高中跨入大学期间也没咋换过id刚开始用时是叫苏铁_time后来觉得有点非就换成了现在这个（现在这个也一般，懒得换了，起名废...ㄟ( ▔, ▔ )ㄏP2是窝的第一条微博( ° ͜ʖ °)✧·期待破两千的那天੭ ᐕ)੭*⁾⁾葱葱葱 合肥学院四十周年校庆 四十周年快乐！！祝愿合院越办越好 我透 牛批还会拐弯和加速 愿2020年最后一个月一切如愿，事事顺利 11月搞了7个互动...太累了太累了俺要歇歇",0
